iata,type,name,municipality,iso_country,latitude,longitude,scheduled,tz
WSH,small_airport,Brookhaven Calabro Airport,Shirley,US,40.8219,-72.8694,no,America/New_York
WSI,large_airport,Western Sydney International (Nancy-Bird Walton) Airport,Sydney,AU,-33.8835,150.7130,no,Australia/Sydney
WSK,small_airport,Chongqing Wushan Airport,Wushan,CN,31.0690,109.7090,yes,Asia/Shanghai
WSM,small_airport,Wiseman Airport,Wiseman,US,67.4046,-150.1230,no,America/Anchorage
WSN,small_airport,South Naknek Number 2 Airport,South Naknek,US,58.7024,-157.0054,yes,America/Anchorage
WSO,small_airport,Washabo Airport,Washabo,SR,5.2153,-57.1853,no,America/Paramaribo
WSP,small_airport,Waspam Airport,Waspam,NI,14.7392,-83.9694,no,America/Managua
WSR,small_airport,Wasior Airport,Wasior,ID,-2.7204,134.5059,no,Asia/Jayapura
WST,medium_airport,Westerly State Airport,Westerly,US,41.3496,-71.8034,yes,America/New_York
WSU,small_airport,Wasu Airport,Wasu,PG,-5.9617,147.1982,no,Pacific/Port_Moresby
WSY,small_airport,Shute Harbour/Whitsunday Airport,Shute Harbour,AU,-20.2761,148.7550,no,Australia/Brisbane
WSZ,medium_airport,Westport Airport,Westport,NZ,-41.7371,171.5790,yes,Pacific/Auckland
WTA,small_airport,Tambohorano Airport,Tambohorano,MG,-17.4761,43.9728,yes,Indian/Antananarivo
WTB,large_airport,Toowoomba Wellcamp Airport,Toowoomba,AU,-27.5583,151.7933,yes,Australia/Brisbane
WTD,small_airport,West End Airport,West End,BS,26.6853,-78.9750,no,America/Nassau
WTE,small_airport,Wotje Airport,Wotje,MH,9.4583,170.2386,yes,Pacific/Majuro
WTK,small_airport,Noatak Airport,Noatak,US,67.5612,-162.9805,yes,America/Nome
WTL,small_airport,Tuntutuliak Airport,Tuntutuliak,US,60.3512,-162.6545,yes,America/Nome
WTN,medium_airport,RAF Waddington,"Lincoln, Lincolnshire",GB,53.1662,-0.5238,no,Europe/London
WTO,small_airport,Wotho Island Airport,Wotho Island,MH,10.1733,166.0030,yes,Pacific/Majuro
WTP,small_airport,Woitape Airport,Fatima Mission,PG,-8.5458,147.2525,no,Pacific/Port_Moresby
WTR,small_airport,Whiteriver Airport,Whiteriver,US,33.8102,-109.9866,no,America/Phoenix
WTS,small_airport,Tsiroanomandidy Airport,Tsiroanomandidy,MG,-18.7597,46.0541,no,Indian/Antananarivo
WTT,small_airport,Wantoat Airport,Wantoat,PG,-6.1325,146.4678,no,Pacific/Port_Moresby
WTZ,small_airport,Whitianga Airport,Whitianga,NZ,-36.8287,175.6828,no,Pacific/Auckland
WUA,medium_airport,Wuhai Airport,Wuhai,CN,39.7934,106.7993,yes,Asia/Shanghai
WUD,small_airport,Wudinna Airport,,AU,-33.0433,135.4470,no,Australia/Adelaide
WUG,small_airport,Wau Airport,Wau,PG,-7.3456,146.7186,no,Pacific/Port_Moresby
WUH,large_airport,Wuhan Tianhe International Airport,Wuhan (Huangpi),CN,30.7748,114.2137,yes,Asia/Shanghai
WUI,small_airport,Murrin Murrin Airport,Murrin Murrin,AU,-28.7053,121.8910,no,Australia/Perth
WUM,small_airport,Wasum Airport,Wasum,PG,-6.0491,149.3370,no,Pacific/Port_Moresby
WUN,medium_airport,Wiluna Airport,,AU,-26.6292,120.2210,yes,Australia/Perth
WUS,medium_airport,Nanping Wuyishan Airport,Wuyishan,CN,27.7019,118.0010,yes,Asia/Shanghai
WUT,small_airport,Xinzhou Wutaishan Airport,Xinzhou,CN,38.5975,112.9692,yes,Asia/Shanghai
WUU,medium_airport,Wau Airport,Wau,SS,7.7258,27.9750,yes,Africa/Juba
WUV,small_airport,Wuvulu Island Airport,Wuvulu Island,PG,-1.7361,142.8367,no,Pacific/Port_Moresby
WUX,large_airport,Sunan Shuofang International Airport,Wuxi,CN,31.4970,120.4304,yes,Asia/Shanghai
WUZ,medium_airport,Wuzhou Xijiang Airport,Tangbu,CN,23.4032,111.0933,yes,Asia/Shanghai
WVB,large_airport,Walvis Bay International Airport,Walvis Bay(Rooikop),NA,-22.9793,14.6471,yes,Africa/Windhoek
WVI,small_airport,Watsonville Municipal Airport,Watsonville,US,36.9357,-121.7900,no,America/Los_Angeles
WVK,medium_airport,Manakara Airport,Manakara,MG,-22.1197,48.0217,no,Indian/Antananarivo
WVL,small_airport,Waterville Robert Lafleur Airport,Waterville,US,44.5332,-69.6755,no,America/New_York
WVN,small_airport,JadeWeser Airport,Wilhelmshaven,DE,53.5022,8.0522,no,Europe/Berlin
WWA,medium_airport,Wasilla Airport,Wasilla,US,61.5717,-149.5400,no,America/Anchorage
WWD,medium_airport,Cape May County Airport,Wildwood,US,39.0085,-74.9083,no,America/New_York
WWI,small_airport,Woodie Woodie Airport,Woodie Woodie,AU,-21.6455,121.1912,no,Australia/Perth
WWK,medium_airport,Wewak International Airport,Wewak,PG,-3.5838,143.6690,yes,Pacific/Port_Moresby
WWR,medium_airport,West Woodward Airport,Woodward,US,36.4380,-99.5227,no,America/Chicago
WWT,small_airport,Mertarvik Airport,Mertarvik,US,60.8104,-164.4995,yes,America/Nome
WWY,medium_airport,West Wyalong Airport,West Wyalong,AU,-33.9372,147.1910,no,Australia/Sydney
WXN,small_airport,Wanzhou Wuqiao Airport,Wanzhou,CN,30.8017,108.4330,yes,Asia/Shanghai
WYA,medium_airport,Whyalla Airport,Whyalla,AU,-33.0589,137.5140,yes,Australia/Adelaide
WYE,medium_airport,Yengema Airport,Yengema,SL,8.6105,-11.0454,no,Africa/Freetown
WYN,small_airport,Wyndham Airport,,AU,-15.5114,128.1530,no,Australia/Perth
WYS,medium_airport,Yellowstone Airport,West Yellowstone,US,44.6884,-111.1180,yes,America/Denver
WZA,small_airport,Wa Airport,Wa,GH,10.0827,-2.5077,no,Africa/Accra
WZQ,small_airport,Urad Middle Banner Airport,Urad Middle Banner,CN,41.4603,108.5391,no,Asia/Shanghai
XAI,medium_airport,Xinyang Minggang Airport,Xinyang,CN,32.5408,114.0791,yes,Asia/Shanghai
XAL,small_airport,Álamos Airport,Álamos,MX,27.0390,-108.9490,no,America/Hermosillo
XAP,medium_airport,Serafin Enoss Bertaso Airport,Chapecó,BR,-27.1342,-52.6566,yes,America/Sao_Paulo
XAR,small_airport,Aribinda Airport,Aribinda,BF,14.2170,-0.8830,no,Africa/Ouagadougou
XAU,small_airport,Saül Airport,Saül,GF,3.6136,-53.2042,no,America/Cayenne
XBE,small_airport,Bearskin Lake Airport,Bearskin Lake,CA,53.9656,-91.0272,yes,America/Winnipeg
XBG,small_airport,Bogande Airport,Bogande,BF,12.9830,-0.1670,no,Africa/Ouagadougou
XBJ,large_airport,Birjand International Airport,Birjand,IR,32.8965,59.2813,yes,Asia/Tehran
XBN,small_airport,Biniguni Airport,Biniguni,PG,-9.6425,149.3039,no,Pacific/Port_Moresby
XBO,small_airport,Boulsa Airport,Boulsa,BF,12.6500,-0.5670,no,Africa/Ouagadougou
XBR,small_airport,Brockville - Thousand Islands Regional Tackaberry Airport,Brockville,CA,44.6394,-75.7503,no,America/Toronto
XCH,medium_airport,Christmas Island International Airport,Flying Fish Cove,CX,-10.4504,105.6911,yes,Indian/Christmas
XCL,small_airport,Cluff Lake Airport,Cluff Lake,CA,58.3911,-109.5160,no,America/Regina
XCM,small_airport,Chatham Kent Airport,Chatham-Kent,CA,42.3064,-82.0819,no,America/Toronto
XCO,small_airport,Colac Airport,Colac Otway Shire,AU,-38.2867,143.6800,no,Australia/Melbourne
XCR,medium_airport,Chalons Vatry airport,Chalons en Champagne,FR,48.7733,4.2061,yes,Europe/Paris
XDE,small_airport,Diebougou Airport,Diebougou,BF,10.9500,-3.2500,no,Africa/Ouagadougou
XDJ,small_airport,Djibo Airport,Djibo,BF,14.1250,-1.6247,no,Africa/Ouagadougou
XEN,medium_airport,Xingcheng Air Base,Huludao (Xingcheng),CN,40.5803,120.7004,no,Asia/Shanghai
XES,small_airport,Grand Geneva Resort Airport,Lake Geneva,US,42.6149,-88.3896,no,America/Chicago
XFN,medium_airport,Xiangyang Liuji Airport,Xiangyang (Xiangzhou),CN,32.1522,112.2917,yes,Asia/Shanghai
XFT,small_airport,Big Pine Sands STOLGround,"Big Pine Key, Florida",US,24.7237,-81.3879,no,America/New_York
XFW,medium_airport,Hamburg-Finkenwerder Airport,Hamburg,DE,53.5353,9.8356,no,Europe/Berlin
XGA,small_airport,Gaoua Airport,Gaoua,BF,10.3841,-3.1635,no,Africa/Ouagadougou
XGG,small_airport,Gorom-Gorom Airport,Gorom-Gorom,BF,14.4542,-0.2186,no,Africa/Ouagadougou
XGN,medium_airport,Xangongo Airport,Xangongo,AO,-16.7554,14.9653,no,Africa/Luanda
XGR,small_airport,Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,CA,58.7114,-65.9928,yes,America/Toronto
XIC,medium_airport,Xichang Qingshan Airport,Liangshan (Xichang),CN,27.9891,102.1840,yes,Asia/Shanghai
XIE,small_airport,Xienglom Airport,Xienglom,LA,19.6203,100.8153,no,Asia/Vientiane
XIG,small_airport,Xinguara Municipal Airport,Xinguara,BR,-7.0906,-49.9765,no,America/Belem
XIJ,medium_airport,Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,KW,28.9348,47.7919,no,Asia/Kuwait
XIL,medium_airport,Xilinhot Airport,Xilinhot,CN,43.9156,115.9640,yes,Asia/Shanghai
XIN,small_airport,Xingning Air Base,Meizhou (Xingning),CN,24.1492,115.7580,no,Asia/Shanghai
XIY,large_airport,Xi'an Xianyang International Airport,Xi'an,CN,34.4422,108.7624,yes,Asia/Shanghai
XJD,medium_airport,Al Udeid Air Base,Ar Rayyan,QA,25.1173,51.3150,no,Asia/Qatar
XJM,medium_airport,Mangla Airport,Mangla,PK,33.0501,73.6384,no,Asia/Karachi
XKA,small_airport,Kantchari Airport,Kantchari,BF,12.4640,1.4929,no,Africa/Ouagadougou
XKH,small_airport,Xieng Khouang Airport,Xieng Khouang,LA,19.4500,103.1580,yes,Asia/Vientiane
XKS,medium_airport,Kasabonika Airport,Kasabonika,CA,53.5247,-88.6428,yes,America/Winnipeg
XKY,small_airport,Kaya Airport,Kaya,BF,13.0774,-1.1003,no,Africa/Ouagadougou
XLB,small_airport,Lac Brochet Airport,Lac Brochet,CA,58.6143,-101.4690,yes,America/Winnipeg
XLS,medium_airport,Saint Louis Airport,Saint Louis,SN,16.0498,-16.4610,no,Africa/Dakar
XLU,small_airport,Leo Airport,Leo,BF,11.1000,-2.1000,no,Africa/Ouagadougou
XMA,small_airport,Maramag Airport,Maramag,PH,7.7538,125.0333,no,Asia/Manila
XMC,small_airport,Mallacoota Airport,,AU,-37.5983,149.7200,no,Australia/Melbourne
XMD,small_airport,Madison Municipal Airport,Madison,US,44.0160,-97.0859,no,America/Chicago
XMG,small_airport,Mahendranagar Airport,Mahendranagar,NP,28.9632,80.1479,no,Asia/Kathmandu
XMH,medium_airport,Manihi Airport,,PF,-14.4368,-146.0700,yes,Pacific/Tahiti
XMI,small_airport,Masasi Airport,Masasi,TZ,-10.7330,38.7670,no,Africa/Dar_es_Salaam
XML,small_airport,Minlaton Airport,,AU,-34.7438,137.5291,no,Australia/Adelaide
XMN,large_airport,Xiamen Gaoqi International Airport,Xiamen,CN,24.5439,118.1275,yes,Asia/Shanghai
XMP,small_airport,Macmillan Pass Airport,Macmillan Pass,CA,63.1811,-130.2020,no,America/Whitehorse
XMS,medium_airport,Coronel E Carvajal Airport,Macas,EC,-2.2992,-78.1208,yes,America/Guayaquil
XMY,small_airport,Yam Island Airport,Yam Island,AU,-9.8992,142.7743,yes,Australia/Brisbane
XNA,medium_airport,Northwest Arkansas National Airport,Fayetteville/Springdale/Rogers,US,36.2819,-94.3068,yes,America/Chicago
XNH,medium_airport,Ali Air Base,Nasiriyah,IQ,30.9358,46.0901,no,Asia/Baghdad
XNN,large_airport,Xining Caojiabao International Airport,Haidong (Huzhu Tu Autonomous County),CN,36.5277,102.0402,yes,Asia/Shanghai
XNT,small_airport,Xingtai Dalian Airport,Xingtai,CN,36.8831,114.4293,no,Asia/Shanghai
XNU,small_airport,Nouna Airport,Nouna,BF,12.7500,-3.8670,no,Africa/Ouagadougou
XPA,small_airport,Pama Airport,Pama,BF,11.2500,0.7000,no,Africa/Ouagadougou
XPK,small_airport,Pukatawagan Airport,Pukatawagan,CA,55.7492,-101.2660,yes,America/Winnipeg
XPL,large_airport,Palmerola International Airport,Palmerola,HN,14.3824,-87.6212,yes,America/Tegucigalpa
XPP,small_airport,Poplar River Airport,Poplar River,CA,52.9965,-97.2742,no,America/Winnipeg
XPR,small_airport,Pine Ridge Airport,Pine Ridge,US,43.0209,-102.5061,no,America/Denver
XQP,medium_airport,Quepos Managua Airport,Quepos,CR,9.4432,-84.1298,yes,America/Costa_Rica
XQU,medium_airport,Qualicum Beach Airport,Qualicum Beach,CA,49.3375,-124.3931,yes,America/Vancouver
XRH,medium_airport,RAAF Base Richmond,Richmond,AU,-33.6047,150.7831,no,Australia/Sydney
XRQ,small_airport,New Barag Right Banner Baogede Airport,New Barag Right Banner,CN,48.5756,116.9394,no,Asia/Shanghai
XRR,medium_airport,Ross River Airport,Ross River,CA,61.9706,-132.4230,no,America/Whitehorse
XRY,medium_airport,Jerez Airport,Jerez de la Frontera,ES,36.7446,-6.0601,yes,Europe/Madrid
XSB,medium_airport,Sir Bani Yas Airport,Sir Bani Yas,AE,24.2836,52.5803,no,Asia/Dubai
XSC,medium_airport,South Caicos Airport,South Caicos,TC,21.5157,-71.5285,yes,America/Grand_Turk
XSD,small_airport,Tonopah Test Range Airport,Tonopah,US,37.7988,-116.7810,no,America/Los_Angeles
XSE,small_airport,Sebba Airport,Sebba,BF,13.4500,0.5170,no,Africa/Ouagadougou
XSI,small_airport,South Indian Lake Airport,South Indian Lake,CA,56.7928,-98.9072,yes,America/Winnipeg
XSO,small_airport,Siocon Airport,Siocon,PH,7.7100,122.1620,no,Asia/Manila
XSP,medium_airport,Seletar Airport,Seletar,SG,1.4156,103.8667,yes,Asia/Singapore
XTG,medium_airport,Thargomindah Airport,Thargomindah,AU,-27.9864,143.8121,yes,Australia/Brisbane
XTL,small_airport,Tadoule Lake Airport,Tadoule Lake,CA,58.7063,-98.5111,yes,America/Winnipeg
XTO,small_airport,Taroom Airport,,AU,-25.8017,149.9000,no,Australia/Brisbane
XTR,small_airport,Tara Airport,,AU,-27.1631,150.4764,no,Australia/Brisbane
XUZ,medium_airport,Xuzhou Guanyin International Airport,Xuzhou,CN,34.0591,117.5553,yes,Asia/Shanghai
XWA,medium_airport,Williston Basin International Airport,Williston,US,48.2609,-103.7512,yes,America/Chicago
XYA,small_airport,Yandina Airport,Yandina,SB,-9.0928,159.2184,yes,Pacific/Guadalcanal
XYE,small_airport,Ye Airport,Ye,MM,15.3014,97.8643,no,Asia/Yangon
XYR,small_airport,Edwaki Airport,Yellow River Mission,PG,-3.8840,141.7922,no,Pacific/Port_Moresby
XZA,small_airport,Zabré Airport,Zabré,BF,11.1670,-0.6170,no,Africa/Ouagadougou
YAA,medium_airport,Anahim Lake Airport,Anahim Lake,CA,52.4515,-125.3038,yes,America/Vancouver
YAB,small_airport,Arctic Bay Airport,Arctic Bay,CA,73.0061,-85.0462,yes,America/Rankin_Inlet
YAC,small_airport,Cat Lake Airport,Cat Lake,CA,51.7272,-91.8244,yes,America/Winnipeg
YAE,small_airport,Yartsevo Airport,Yartsevo,RU,60.2550,90.1950,no,Asia/Krasnoyarsk
YAG,medium_airport,Fort Frances Municipal Airport,Fort Frances,CA,48.6557,-93.4435,yes,America/Winnipeg
YAH,medium_airport,La Grande-4 Airport,La Grande-4,CA,53.7547,-73.6753,no,America/Toronto
YAI,medium_airport,Gral. Bernardo O´Higgins Airport,Chillan,CL,-36.5825,-72.0314,no,America/Santiago
YAK,medium_airport,Yakutat Airport,Yakutat,US,59.5087,-139.6604,yes,America/Yakutat
YAL,small_airport,Alert Bay Airport,Alert Bay,CA,50.5822,-126.9160,yes,America/Vancouver
YAM,medium_airport,Sault Ste Marie Airport,Sault Ste Marie,CA,46.4832,-84.5085,yes,America/Toronto
YAN,small_airport,Yangambi Airport,Yangambi,CD,0.7830,24.4670,no,Africa/Lubumbashi
YAO,medium_airport,Yaoundé Ville Airport,Yaoundé,CM,3.8360,11.5235,no,Africa/Douala
YAP,large_airport,Yap International Airport,Yap Island,FM,9.4989,138.0830,yes,Pacific/Chuuk
YAR,small_airport,La Grande-3 Airport,La Grande-3,CA,53.5717,-76.1964,no,America/Toronto
YAS,small_airport,Yasawa Island Airport,Yasawa Island,FJ,-16.7589,177.5450,yes,Pacific/Fiji
YAT,small_airport,Attawapiskat Airport,Attawapiskat,CA,52.9275,-82.4319,yes,America/Toronto
YAU,small_airport,Donaldson Airport,Kattiniq,CA,61.6622,-73.3214,no,America/Toronto
YAX,small_airport,Wapekeka Airport,Angling Lake,CA,53.8492,-89.5794,yes,America/Winnipeg
YAY,medium_airport,St. Anthony Airport,St. Anthony,CA,51.3919,-56.0832,yes,America/St_Johns
YAZ,medium_airport,Tofino / Long Beach Airport,Tofino,CA,49.0798,-125.7756,yes,America/Vancouver
YBA,small_airport,Banff Airport,Banff,CA,51.2082,-115.5406,no,America/Edmonton
YBB,small_airport,Kugaaruk Airport,Kugaaruk,CA,68.5357,-89.8055,yes,America/Cambridge_Bay
YBC,medium_airport,Baie-Comeau Airport,Baie-Comeau,CA,49.1325,-68.2044,yes,America/Toronto
YBE,small_airport,Uranium City Airport,Uranium City,CA,59.5614,-108.4810,yes,America/Regina
YBG,medium_airport,Saguenay-Bagotville Airport,Saguenay,CA,48.3301,-70.9920,yes,America/Toronto
YBI,small_airport,Black Tickle Airport,Black Tickle,CA,53.4698,-55.7875,yes,America/St_Johns
YBK,medium_airport,Baker Lake Airport,Baker Lake,CA,64.2989,-96.0778,yes,America/Rankin_Inlet
YBL,medium_airport,Campbell River Airport,Campbell River,CA,49.9508,-125.2710,yes,America/Vancouver
YBO,small_airport,Bob Quinn Lake Airport,Bob Quinn Lake,CA,56.9667,-130.2500,no,America/Vancouver
YBP,medium_airport,Yibin Wuliangye Airport,Yibin (Cuiping),CN,28.8584,104.5262,yes,Asia/Shanghai
YBR,medium_airport,Brandon Municipal Airport,Brandon,CA,49.9100,-99.9519,yes,America/Winnipeg
YBS,small_airport,Opapimiskan Lake Airport,Opapimiskan Lake,CA,52.6067,-90.3769,no,America/Winnipeg
YBT,small_airport,Brochet Airport,Brochet,CA,57.8894,-101.6790,yes,America/Winnipeg
YBV,small_airport,Berens River Airport,Berens River,CA,52.3589,-97.0183,yes,America/Winnipeg
YBX,medium_airport,Lourdes-de-Blanc-Sablon Airport,Blanc-Sablon,CA,51.4436,-57.1853,yes,America/Blanc-Sablon
YBY,medium_airport,Bonnyville Airport,Bonnyville,CA,54.3042,-110.7440,yes,America/Edmonton
YCA,small_airport,Courtenay Airpark,Courtenay,CA,49.6792,-124.9806,no,America/Vancouver
YCB,medium_airport,Cambridge Bay Airport,Cambridge Bay,CA,69.1081,-105.1380,yes,America/Cambridge_Bay
YCC,medium_airport,Cornwall Regional Airport,Cornwall,CA,45.0926,-74.5677,no,America/Toronto
YCD,medium_airport,Nanaimo Airport,Nanaimo,CA,49.0550,-123.8699,yes,America/Vancouver
YCE,medium_airport,Centralia / James T. Field Memorial Aerodrome,Huron Park,CA,43.2856,-81.5083,no,America/Toronto
YCG,medium_airport,Castlegar/West Kootenay Regional Airport,Castlegar,CA,49.2964,-117.6320,yes,America/Vancouver
YCH,medium_airport,Miramichi Airport,Miramichi,CA,47.0078,-65.4492,no,America/Moncton
YCK,small_airport,Tommy Kochon Airport,Colville Lake,CA,67.0202,-126.1284,yes,America/Inuvik
YCL,medium_airport,Charlo Airport,Charlo,CA,47.9908,-66.3303,yes,America/Moncton
YCM,medium_airport,Niagara District Airport,Niagara-on-the-Lake,CA,43.1916,-79.1717,yes,America/Toronto
YCN,medium_airport,Cochrane Airport,Cochrane,CA,49.1056,-81.0136,no,America/Toronto
YCO,small_airport,Kugluktuk Airport,Kugluktuk,CA,67.8164,-115.1431,yes,America/Cambridge_Bay
YCQ,medium_airport,Chetwynd Airport,Chetwynd,CA,55.6872,-121.6270,no,America/Dawson_Creek
YCR,small_airport,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,CA,54.6098,-97.7624,yes,America/Winnipeg
YCS,small_airport,Chesterfield Inlet Airport,Chesterfield Inlet,CA,63.3469,-90.7311,yes,America/Rankin_Inlet
YCT,small_airport,Coronation Airport,Coronation,CA,52.0750,-111.4450,no,America/Edmonton
YCU,large_airport,Yuncheng Yanhu International Airport,Yuncheng (Yanhu),CN,35.1178,111.0340,yes,Asia/Shanghai
YCW,small_airport,Chilliwack Airport,Chilliwack,CA,49.1532,-121.9393,no,America/Vancouver
YCY,small_airport,Clyde River Airport,Clyde River,CA,70.4861,-68.5167,yes,America/Iqaluit
YCZ,small_airport,Fairmont Hot Springs Airport,Fairmont Hot Springs,CA,50.3311,-115.8737,no,America/Edmonton
YDA,medium_airport,Dawson City Airport,Dawson City,CA,64.0431,-139.1280,yes,America/Dawson
YDB,medium_airport,Burwash Airport,Burwash Landing,CA,61.3711,-139.0410,no,America/Dawson
YDC,small_airport,Drayton Valley Industrial Airport,Drayton Valley,CA,53.2658,-114.9600,no,America/Edmonton
YDF,medium_airport,Deer Lake Airport,Deer Lake,CA,49.2082,-57.3961,yes,America/St_Johns
YDG,medium_airport,Digby / Annapolis Regional Airport,Digby,CA,44.5458,-65.7854,no,America/Halifax
YDJ,small_airport,Hatchet Lake Airport,Hatchet Lake,CA,58.6625,-103.5380,no,America/Regina
YDL,small_airport,Dease Lake Airport,Dease Lake,CA,58.4222,-130.0320,yes,America/Vancouver
YDN,medium_airport,Dauphin Barker Airport,Dauphin,CA,51.1008,-100.0520,yes,America/Winnipeg
YDO,medium_airport,Dolbeau-Saint-Felicien Airport,Dolbeau-Saint-Felicien,CA,48.7785,-72.3750,no,America/Toronto
YDP,small_airport,Nain Airport,Nain,CA,56.5508,-61.6822,yes,America/Goose_Bay
YDQ,medium_airport,Dawson Creek Airport,Dawson Creek,CA,55.7412,-120.1833,no,America/Dawson_Creek
YDT,medium_airport,Boundary Bay Airport,Delta,CA,49.0743,-123.0069,no,America/Vancouver
YDU,small_airport,Kasba Lake Airport,Kasba Lake,CA,60.2919,-102.5020,no,America/Edmonton
YDV,small_airport,Bloodvein River Airport,Bloodvein River,CA,51.7846,-96.6923,yes,America/Winnipeg
YDW,small_airport,North of Sixty Airport,Obre Lake,CA,60.3157,-103.1313,no,America/Edmonton
YEB,small_airport,Bar River Airport,Echo Bay,CA,46.4212,-84.0965,no,America/Toronto
YEC,medium_airport,Yecheon Airbase,Yecheon-ri,KR,36.6304,128.3497,no,Asia/Seoul
YEG,large_airport,Edmonton International Airport,Edmonton,CA,53.3097,-113.5800,yes,America/Edmonton
YEH,small_airport,Yinchuan Yueyahu Airport,Yinchuan,CN,38.5881,106.5398,no,Asia/Shanghai
YEI,medium_airport,Bursa Yenişehir Airport,Yenişehir,TR,40.2552,29.5626,yes,Europe/Istanbul
YEK,small_airport,Arviat Airport,Arviat,CA,61.0942,-94.0708,yes,America/Rankin_Inlet
YEL,medium_airport,Elliot Lake Municipal Airport,Elliot Lake,CA,46.3514,-82.5614,no,America/Toronto
YEM,medium_airport,Manitoulin East Municipal Airport,Sheguiandah,CA,45.8424,-81.8576,no,America/Toronto
YEN,medium_airport,Estevan Airport,Estevan,CA,49.2103,-102.9660,no,America/Regina
YEO,medium_airport,RNAS Yeovilton,"Yeovil, Somerset",GB,51.0094,-2.6388,no,Europe/London
YEQ,small_airport,Yenkis(Yankisa) Airport,,PG,-5.1097,143.9177,no,Pacific/Port_Moresby
YER,small_airport,Fort Severn Airport,Fort Severn,CA,56.0189,-87.6761,yes,America/Toronto
YES,medium_airport,Yasuj Airport,Yasuj,IR,30.7022,51.5430,no,Asia/Tehran
YET,medium_airport,Edson Airport,Edson,CA,53.5789,-116.4650,no,America/Edmonton
YEU,small_airport,Eureka Airport,Eureka,CA,79.9947,-85.8142,no,America/Atikokan
YEV,medium_airport,Inuvik Mike Zubko Airport,Inuvik,CA,68.3042,-133.4830,yes,America/Inuvik
YEY,medium_airport,Amos/Magny Airport,Amos,CA,48.5639,-78.2497,no,America/Toronto
YFA,small_airport,Fort Albany Airport,Fort Albany,CA,52.2035,-81.6952,yes,America/Toronto
YFB,medium_airport,Iqaluit Airport,Iqaluit,CA,63.7564,-68.5558,yes,America/Iqaluit
YFC,medium_airport,Fredericton International Airport,Fredericton,CA,45.8687,-66.5299,yes,America/Moncton
YFE,medium_airport,Forestville Airport,Forestville,CA,48.7461,-69.0972,no,America/Toronto
YFG,small_airport,Fontanges Airport,Fontanges,CA,54.5539,-71.1733,no,America/Toronto
YFH,small_airport,Fort Hope Airport,Fort Hope,CA,51.5619,-87.9078,yes,America/Toronto
YFI,small_airport,Fort Mackay / Firebag,Suncor Energy Site,CA,57.2758,-110.9767,no,America/Edmonton
YFJ,small_airport,Wekweètì Airport,Wekweètì,CA,64.1908,-114.0770,yes,America/Edmonton
YFO,small_airport,Flin Flon Airport,Flin Flon,CA,54.6781,-101.6820,yes,America/Winnipeg
YFR,medium_airport,Fort Resolution Airport,Fort Resolution,CA,61.1808,-113.6900,no,America/Edmonton
YFS,medium_airport,Fort Simpson Airport,Fort Simpson,CA,61.7602,-121.2370,yes,America/Inuvik
YFX,small_airport,St. Lewis (Fox Harbour) Airport,St. Lewis,CA,52.3728,-55.6739,yes,America/St_Johns
YGA,small_airport,Yongchuan Da'an General Airport,Chongqing,CN,29.3567,106.0104,no,Asia/Shanghai
YGB,small_airport,Texada Gillies Bay Airport,Texada,CA,49.6943,-124.5181,no,America/Vancouver
YGH,small_airport,Fort Good Hope Airport,Fort Good Hope,CA,66.2407,-128.6478,yes,America/Inuvik
YGJ,medium_airport,Yonago Kitaro Airport / JASDF Miho Air Base,Yonago,JP,35.4922,133.2360,yes,Asia/Tokyo
YGK,medium_airport,Kingston Norman Rogers Airport,Kingston,CA,44.2253,-76.5969,no,America/Toronto
YGL,medium_airport,La Grande Rivière Airport,La Grande Rivière,CA,53.6253,-77.7042,yes,America/Toronto
YGM,medium_airport,Gimli Industrial Park Airport,Gimli,CA,50.6281,-97.0433,no,America/Winnipeg
YGO,small_airport,Gods Lake Narrows Airport,Gods Lake Narrows,CA,54.5577,-94.4901,yes,America/Winnipeg
YGP,medium_airport,Michel-Pouliot Gaspé Airport,Gaspé,CA,48.7749,-64.4819,yes,America/Toronto
YGQ,medium_airport,Geraldton Greenstone Regional Airport,Geraldton,CA,49.7783,-86.9394,no,America/Toronto
YGR,medium_airport,Îles-de-la-Madeleine Airport,Les Îles-de-la-Madeleine,CA,47.4252,-61.7786,yes,America/Halifax
YGT,small_airport,Igloolik Airport,Igloolik,CA,69.3647,-81.8161,yes,America/Iqaluit
YGV,medium_airport,Havre-Saint-Pierre Airport,Havre-Saint-Pierre,CA,50.2819,-63.6114,yes,America/Toronto
YGW,medium_airport,Kuujjuarapik Airport,Kuujjuarapik,CA,55.2819,-77.7653,yes,America/Toronto
YGX,small_airport,Gillam Airport,Gillam,CA,56.3571,-94.7115,yes,America/Winnipeg
YGZ,small_airport,Grise Fiord Airport,Grise Fiord,CA,76.4258,-82.9086,yes,America/Iqaluit
YHA,small_airport,Port Hope Simpson Airport,Port Hope Simpson,CA,52.5281,-56.2861,yes,America/St_Johns
YHB,small_airport,Hudson Bay Airport,Hudson Bay,CA,52.8167,-102.3110,no,America/Regina
YHD,medium_airport,Dryden Regional Airport,Dryden,CA,49.8317,-92.7442,no,America/Winnipeg
