iata,type,name,municipality,iso_country,latitude,longitude,scheduled,tz
ANA,small_airport,Angama Mara Airport,Lolgorien,KE,-1.2716,34.9547,no,Africa/Nairobi
ANB,medium_airport,Anniston Regional Airport,Anniston,US,33.5882,-85.8581,no,America/Chicago
ANC,large_airport,Ted Stevens Anchorage International Airport,Anchorage,US,61.1790,-149.9926,yes,America/Anchorage
AND,medium_airport,Anderson Regional Airport,Anderson,US,34.4946,-82.7094,no,America/New_York
ANE,medium_airport,Angers Marcé airport,Angers,FR,47.5603,-0.3122,no,Europe/Paris
ANF,large_airport,Andrés Sabella Gálvez International Airport,Antofagasta,CL,-23.4453,-70.4452,yes,America/Santiago
ANG,medium_airport,Angoulême Brie-Champniers airport,Angoulême,FR,45.7292,0.2215,no,Europe/Paris
ANI,medium_airport,Aniak Airport,Aniak,US,61.5816,-159.5430,yes,America/Anchorage
ANJ,small_airport,Zanaga Airport,Zanaga,CG,-2.8467,13.8212,no,Africa/Brazzaville
ANK,medium_airport,Etimesgut Air Base,Ankara,TR,39.9498,32.6886,no,Europe/Istanbul
ANL,small_airport,Andulo Airport,Andulo,AO,-11.4723,16.7109,no,Africa/Luanda
ANM,medium_airport,Antsirabe Airport,Antsirabe,MG,-14.9994,50.3202,no,Indian/Antananarivo
ANN,medium_airport,Annette Island Airport,Metlakatla,US,55.0377,-131.5726,no,America/Metlakatla
ANO,small_airport,Angoche Airport,Angoche,MZ,-16.1819,39.9452,no,Africa/Maputo
ANP,small_airport,Lee Airport,Annapolis,US,38.9429,-76.5684,no,America/New_York
ANQ,small_airport,Tri State Steuben County Airport,Angola,US,41.6397,-85.0835,no,America/Indiana/Indianapolis
ANR,medium_airport,Antwerp International Airport (Deurne),Antwerp,BE,51.1907,4.4632,yes,Europe/Brussels
ANS,small_airport,Andahuaylas Airport,Andahuaylas,PE,-13.7064,-73.3504,yes,America/Lima
ANU,large_airport,V. C. Bird International Airport,Osbourn,AG,17.1367,-61.7927,yes,America/Antigua
ANV,medium_airport,Anvik Airport,Anvik,US,62.6467,-160.1910,yes,America/Anchorage
ANW,small_airport,Ainsworth Regional Airport,Ainsworth,US,42.5792,-99.9930,no,America/Chicago
ANX,medium_airport,"Andøya Airport, Andenes",Andenes,NO,69.2952,16.1394,yes,Europe/Oslo
ANY,small_airport,Anthony Municipal Airport,Anthony,US,37.1585,-98.0796,no,America/Chicago
ANZ,small_airport,Angus Downs Airport,Angus Downs Station,AU,-25.0325,132.2748,no,Australia/Darwin
AOB,small_airport,Annanberg Airport,,PG,-4.9042,144.6358,no,Pacific/Port_Moresby
AOC,medium_airport,Leipzig–Altenburg Airport,Nobitz,DE,50.9819,12.5064,no,Europe/Berlin
AOD,small_airport,Abou-Deïa Airport,Abou-Deïa,TD,11.4773,19.2874,no,Africa/Ndjamena
AOE,large_airport,Hasan Polatkan Airport,Eskişehir,TR,39.8116,30.5193,yes,Europe/Istanbul
AOG,medium_airport,Anshan Teng'ao Airport / Anshan Air Base,Anshan,CN,41.1053,122.8540,yes,Asia/Shanghai
AOH,small_airport,Lima Allen County Airport,Lima,US,40.7069,-84.0267,no,America/New_York
AOI,medium_airport,Marche Airport,Falconara Marittima (AN),IT,43.6163,13.3623,yes,Europe/Rome
AOJ,large_airport,Aomori Airport,Aomori,JP,40.7338,140.6895,yes,Asia/Tokyo
AOK,medium_airport,Karpathos Airport,Karpathos Island,GR,35.4214,27.1460,yes,Europe/Athens
AOL,medium_airport,Paso De Los Libres Airport,Paso de los Libres,AR,-29.6894,-57.1521,no,America/Argentina/Cordoba
AOM,small_airport,Adam Airport,Adam,OM,22.4919,57.3839,no,Asia/Muscat
AOO,medium_airport,Altoona Blair County Airport,Altoona,US,40.2964,-78.3200,yes,America/New_York
AOP,small_airport,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,PE,-2.7961,-76.4666,no,America/Lima
AOR,medium_airport,Sultan Abdul Halim Airport,Alor Satar,MY,6.1897,100.3980,yes,Asia/Kuala_Lumpur
AOT,medium_airport,Aosta Corrado Gex Airport,Saint-Christophe (AO),IT,45.7386,7.3683,no,Europe/Rome
AOU,small_airport,Attopeu Airport,Attopeu,LA,14.7931,107.0453,no,Asia/Vientiane
APA,medium_airport,Centennial Airport,Denver,US,39.5701,-104.8490,no,America/Denver
APB,small_airport,Apolo Airport,Apolo,BO,-14.7356,-68.4119,no,America/La_Paz
APC,small_airport,Napa County Airport,Napa,US,38.2132,-122.2810,no,America/Los_Angeles
APD,small_airport,Arung Palakka Airport,Bone,ID,-4.4596,120.3104,no,Asia/Makassar
APF,medium_airport,Naples Municipal Airport,Naples,US,26.1526,-81.7753,no,America/New_York
APG,medium_airport,Phillips Army Air Field,Aberdeen,US,39.4662,-76.1688,no,America/New_York
APH,small_airport,Mary Walker LZ Airport,Bowling Green,US,38.0686,-77.3193,no,America/New_York
API,medium_airport,Gomez Nino Apiay Air Base,Apiay,CO,4.0761,-73.5627,no,America/Bogota
APJ,medium_airport,Ali Pulan Airport,Burang Town,CN,30.3979,81.1332,no,Asia/Shanghai
APK,small_airport,Apataki Airport,Apataki,PF,-15.5736,-146.4150,yes,Pacific/Tahiti
APL,large_airport,Nampula Airport,Nampula,MZ,-15.1056,39.2818,yes,Africa/Maputo
APN,medium_airport,Alpena County Regional Airport,Alpena,US,45.0781,-83.5603,yes,America/Detroit
APO,medium_airport,Antonio Roldán Betancur Airport,Carepa,CO,7.8120,-76.7164,yes,America/Bogota
APP,small_airport,Asapa Airport,,PG,-8.9792,148.1036,no,Pacific/Port_Moresby
APQ,small_airport,Arapiraca Airport,Arapiraca,BR,-9.7766,-36.6290,no,America/Maceio
APR,small_airport,April River Airport,April River,PG,-4.6767,142.5401,no,Pacific/Port_Moresby
APS,small_airport,Anápolis Airport,Anápolis,BR,-16.3636,-48.9288,no,America/Sao_Paulo
APT,small_airport,Marion County Airport - Brown Field,Jasper,US,35.0607,-85.5853,no,America/Chicago
APU,small_airport,Captain João Busse Airport,Apucarana,BR,-23.6091,-51.3843,no,America/Sao_Paulo
APV,small_airport,Apple Valley Airport,Apple Valley,US,34.5753,-117.1860,no,America/Los_Angeles
APW,large_airport,Faleolo International Airport,Apia,WS,-13.8300,-172.0080,yes,Pacific/Apia
APX,small_airport,Arapongas Airport,Arapongas,BR,-23.3526,-51.4920,no,America/Sao_Paulo
APY,small_airport,Alto Parnaíba Airport,Alto Parnaíba,BR,-9.0853,-45.9556,no,America/Fortaleza
APZ,medium_airport,Zapala Airport,Zapala,AR,-38.9755,-70.1136,no,America/Argentina/Salta
AQA,medium_airport,Araraquara Airport,Araraquara,BR,-21.8120,-48.1330,yes,America/Sao_Paulo
AQB,small_airport,Quiché Airport,Santa Cruz del Quiché,GT,15.0122,-91.1506,no,America/Guatemala
AQG,medium_airport,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,CN,30.5822,117.0500,yes,Asia/Shanghai
AQI,large_airport,Qaisumah–Hafar Al-Batin International Airport,Qaisumah,SA,28.3357,46.1271,yes,Asia/Riyadh
AQJ,large_airport,King Hussein International Airport,Aqaba,JO,29.6116,35.0181,yes,Asia/Amman
AQM,small_airport,Ariquemes Airport,Ariquemes,BR,-9.8804,-63.0471,no,America/Porto_Velho
AQP,large_airport,Rodríguez Ballón International Airport,Arequipa,PE,-16.3408,-71.5695,yes,America/Lima
AQY,small_airport,Girdwood-Alyeska Airport,Girdwood,US,60.9688,-149.1198,no,America/Anchorage
ARA,medium_airport,Acadiana Regional Airport,New Iberia,US,30.0378,-91.8839,no,America/Chicago
ARB,small_airport,Ann Arbor Municipal Airport,Ann Arbor,US,42.2230,-83.7456,no,America/Detroit
ARC,medium_airport,Arctic Village Airport,Arctic Village,US,68.1147,-145.5790,yes,America/Anchorage
ARD,small_airport,Alor Island - Mali Airport,Kabola,ID,-8.1323,124.5970,yes,Asia/Makassar
ARE,medium_airport,Antonio Nery Juarbe Pol Airport,Arecibo,PR,18.4508,-66.6758,no,America/Puerto_Rico
ARF,small_airport,Acaricuara Airport,Acaricuara,CO,0.5333,-70.1333,no,America/Bogota
ARG,small_airport,Walnut Ridge Regional Airport,Walnut Ridge,US,36.1247,-90.9251,no,America/Chicago
ARH,medium_airport,Talagi Airport,Archangelsk,RU,64.6003,40.7167,yes,Europe/Moscow
ARI,medium_airport,Chacalluta International Airport,Arica,CL,-18.3485,-70.3387,yes,America/Santiago
ARK,medium_airport,Arusha Airport,Arusha,TZ,-3.3678,36.6333,yes,Africa/Dar_es_Salaam
ARL,small_airport,Arly Airport,Arly,BF,11.5970,1.4830,no,Africa/Ouagadougou
ARM,medium_airport,Armidale Airport,Armidale,AU,-30.5281,151.6170,yes,Australia/Sydney
ARN,large_airport,Stockholm-Arlanda Airport,Stockholm,SE,59.6485,17.9288,yes,Europe/Stockholm
ARO,small_airport,Arboletes Airport,Arboletes,CO,8.8551,-76.4227,no,America/Bogota
ARP,small_airport,Aragip Airport,,PG,-9.8833,149.4833,no,Pacific/Port_Moresby
ARQ,small_airport,El Troncal Airport,Arauquita,CO,7.0211,-71.3889,no,America/Bogota
ARR,small_airport,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,AR,-45.0136,-70.8122,no,America/Argentina/Catamarca
ARS,small_airport,Aragarças Airport,Aragarças,BR,-15.8994,-52.2411,no,America/Sao_Paulo
ART,medium_airport,Watertown International Airport,Watertown,US,43.9919,-76.0217,yes,America/New_York
ARU,medium_airport,Araçatuba Airport,Araçatuba,BR,-21.1415,-50.4246,yes,America/Sao_Paulo
ARV,small_airport,Lakeland Airport Noble F Lee Memorial Field,Woodruff,US,45.9279,-89.7309,no,America/Chicago
ARW,medium_airport,Arad International Airport,Arad,RO,46.1761,21.2643,yes,Europe/Bucharest
ARX,medium_airport,Aracati Dragão do Mar Regional Airport,Aracati,BR,-4.5689,-37.8051,no,America/Fortaleza
ARY,medium_airport,Ararat Airport,Ararat,AU,-37.3100,142.9887,no,Australia/Melbourne
ARZ,small_airport,N'zeto Airport,N'zeto,AO,-7.2593,12.8624,no,Africa/Luanda
ASA,medium_airport,Assab International Airport,Assab,ER,13.0718,42.6450,no,Africa/Asmara
ASB,large_airport,Ashgabat International Airport,Ashgabat,TM,37.9868,58.3610,yes,Asia/Ashgabat
ASC,small_airport,Ascención de Guarayos Airport,Ascensión de Guarayos,BO,-15.9334,-63.1556,no,America/La_Paz
ASD,medium_airport,Andros Town Airport,Andros Town,BS,24.6979,-77.7956,yes,America/Nassau
ASE,medium_airport,Aspen-Pitkin County Airport (Sardy Field),Aspen,US,39.2232,-106.8690,yes,America/Denver
ASF,large_airport,Astrakhan Narimanovo Boris M. Kustodiev International Airport,Astrakhan,RU,46.2828,48.0105,yes,Europe/Astrakhan
ASG,small_airport,Ashburton Airport,Ashburton,NZ,-43.9033,171.7970,no,Pacific/Auckland
ASH,small_airport,Nashua Airport / Boire Field,Nashua,US,42.7817,-71.5148,no,America/New_York
ASI,medium_airport,RAF Ascension Island,Cat Hill,SH,-7.9702,-14.3927,yes,Atlantic/St_Helena
ASJ,medium_airport,Amami Airport,Amami,JP,28.4306,129.7130,yes,Asia/Tokyo
ASK,large_airport,Yamoussoukro International Airport,Yamoussoukro,CI,6.9032,-5.3656,no,Africa/Abidjan
ASL,small_airport,Harrison County Airport,Marshall,US,32.5205,-94.3078,no,America/Chicago
ASM,medium_airport,Asmara International Airport,Asmara,ER,15.2919,38.9107,yes,Africa/Asmara
ASN,small_airport,Talladega Municipal Airport,Talladega,US,33.5699,-86.0509,no,America/Chicago
ASO,medium_airport,Asosa Airport,Asosa,ET,10.0185,34.5863,yes,Africa/Addis_Ababa
ASP,medium_airport,Alice Springs Airport,Alice Springs,AU,-23.8066,133.9034,yes,Australia/Darwin
ASQ,small_airport,Austin Airport,Austin,US,39.4677,-117.1976,no,America/Los_Angeles
ASR,large_airport,Kayseri Erkilet International Airport,Kayseri,TR,38.7704,35.4954,yes,Europe/Istanbul
ASS,small_airport,Arathusa Safari Lodge Airport,Arathusa,ZA,-24.7405,31.5180,no,Africa/Johannesburg
AST,medium_airport,Astoria Regional Airport,Astoria,US,46.1580,-123.8790,no,America/Los_Angeles
ASU,large_airport,Silvio Pettirossi International Airport,Asunción,PY,-25.2402,-57.5192,yes,America/Asuncion
ASV,medium_airport,Amboseli Airport,Ol Tukai,KE,-2.6448,37.2529,yes,Africa/Nairobi
ASW,large_airport,Aswan International Airport,Aswan,EG,23.9611,32.8204,yes,Africa/Cairo
ASX,small_airport,John F Kennedy Memorial Airport,Ashland,US,46.5485,-90.9190,no,America/Chicago
ASY,small_airport,Ashley Municipal Airport,Ashley,US,46.0239,-99.3526,no,America/Chicago
ASZ,small_airport,Asirim Airport,,PG,-6.0097,150.3686,no,Pacific/Port_Moresby
ATA,medium_airport,Comandante FAP German Arias Graziani Airport,Anta,PE,-9.3474,-77.5984,no,America/Lima
ATB,small_airport,Atbara Airport,Atbara,SD,17.7099,34.0572,no,Africa/Khartoum
ATC,medium_airport,Arthur's Town Airport,Arthur's Town,BS,24.6294,-75.6738,yes,America/Nassau
ATD,small_airport,Uru Harbour Airport,Atoifi,SB,-8.8733,161.0110,no,Pacific/Guadalcanal
ATE,small_airport,Antlers Municipal Airport,Antlers,US,34.1926,-95.6499,no,America/Chicago
ATF,medium_airport,Chachoán Regional Airport,Ambato,EC,-1.2121,-78.5746,no,America/Guayaquil
ATG,medium_airport,Minhas Air Base,Kamra,PK,33.8691,72.4009,no,Asia/Karachi
ATH,large_airport,Athens Eleftherios Venizelos International Airport,Spata-Artemida,GR,37.9364,23.9445,yes,Europe/Athens
ATI,small_airport,Artigas International Airport,Artigas,UY,-30.4007,-56.5079,no,America/Montevideo
ATJ,small_airport,Antsirabe Airport,Antsirabe,MG,-19.8392,47.0637,no,Indian/Antananarivo
ATK,medium_airport,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,US,70.4670,-157.4360,yes,America/Anchorage
ATL,large_airport,Hartsfield Jackson Atlanta International Airport,Atlanta,US,33.6367,-84.4281,yes,America/New_York
ATM,medium_airport,Altamira Interstate Airport,Altamira,BR,-3.2531,-52.2539,yes,America/Santarem
ATN,small_airport,Namatanai Airport,Namatanai,PG,-3.6695,152.4380,no,Pacific/Port_Moresby
ATO,small_airport,Ohio University Airport,Albany,US,39.2118,-82.2295,no,America/New_York
ATP,small_airport,Aitape Airport,Aitape,PG,-3.1436,142.3468,no,Pacific/Port_Moresby
ATQ,large_airport,Sri Guru Ram Das Ji International Airport,Amritsar,IN,31.7096,74.7973,yes,Asia/Kolkata
ATR,medium_airport,Atar International Airport,Atar,MR,20.5058,-13.0437,no,Africa/Nouakchott
ATS,small_airport,Artesia Municipal Airport,Artesia,US,32.8525,-104.4680,no,America/Denver
ATT,small_airport,Atmautluak Airport,Atmautluak,US,60.8667,-162.2730,yes,America/Nome
ATU,small_airport,Casco Cove Coast Guard Station,Attu,US,52.8298,173.1738,no,America/Adak
ATV,small_airport,Ati Airport,Ati,TD,13.2398,18.3159,no,Africa/Ndjamena
ATW,medium_airport,Appleton International Airport,Appleton,US,44.2585,-88.5190,yes,America/Chicago
ATX,small_airport,Atbasar Airport,Atbasar,KZ,51.8523,68.3669,no,Asia/Almaty
ATY,medium_airport,Watertown Regional Airport,Watertown,US,44.9140,-97.1547,yes,America/Chicago
ATZ,large_airport,Asyut International Airport,Asyut,EG,27.0460,31.0128,yes,Africa/Cairo
AUA,large_airport,Queen Beatrix International Airport,Oranjestad,AW,12.5011,-70.0143,yes,America/Aruba
AUC,medium_airport,Santiago Perez Airport,Arauca,CO,7.0689,-70.7369,yes,America/Bogota
AUD,small_airport,Augustus Downs Airport,,AU,-18.5087,139.8821,no,Australia/Brisbane
AUE,small_airport,Abu Rudeis Airport,Ras Abu Rudeis,EG,28.8997,33.2021,no,Africa/Cairo
AUF,medium_airport,Auxerre Branches airport,Auxerre,FR,47.8502,3.4971,no,Europe/Paris
AUG,medium_airport,Augusta State Airport,Augusta,US,44.3206,-69.7973,yes,America/New_York
AUH,large_airport,Zayed International Airport,Abu Dhabi,AE,24.4410,54.6492,yes,Asia/Dubai
AUI,small_airport,Aua Island Airport,Aua Island,PG,-1.4606,143.0647,no,Pacific/Port_Moresby
AUJ,small_airport,Ambunti Airport,Ambunti,PG,-4.2157,142.8232,no,Pacific/Port_Moresby
AUK,small_airport,Alakanuk Airport,Alakanuk,US,62.6827,-164.7225,yes,America/Nome
AUL,small_airport,Aur Island Airport,Aur Atoll,MH,8.1453,171.1730,yes,Pacific/Majuro
AUM,small_airport,Austin Municipal Airport,Austin,US,43.6650,-92.9334,no,America/Chicago
AUN,small_airport,Auburn Municipal Airport,Auburn,US,38.9548,-121.0820,no,America/Los_Angeles
AUO,small_airport,Auburn University Regional Airport,Auburn,US,32.6151,-85.4340,no,America/Chicago
AUP,small_airport,Agaun Airport,Agaun,PG,-9.9277,149.3900,no,Pacific/Port_Moresby
AUQ,medium_airport,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,-9.7688,-139.0110,yes,Pacific/Marquesas
AUR,medium_airport,Aurillac airport,Aurillac,FR,44.8914,2.4219,yes,Europe/Paris
AUS,large_airport,Austin Bergstrom International Airport,Austin,US,30.1975,-97.6620,yes,America/Chicago
AUT,small_airport,Atauro Airport,Vila,TL,-8.2431,125.6064,no,Asia/Dili
AUU,small_airport,Aurukun Airport,Aurukun,AU,-13.3540,141.7200,yes,Australia/Brisbane
AUV,small_airport,Aumo Airport,Aumo,PG,-5.7311,148.4453,no,Pacific/Port_Moresby
AUW,medium_airport,Wausau Downtown Airport,Wausau,US,44.9262,-89.6266,no,America/Chicago
AUX,medium_airport,Araguaína Airport,Araguaína,BR,-7.2279,-48.2405,yes,America/Araguaina
AUY,small_airport,Aneityum Airport,Anatom Island,VU,-20.2491,169.7708,no,Pacific/Efate
AUZ,small_airport,Aurora Municipal Airport,Chicago/Aurora,US,41.7719,-88.4757,no,America/Chicago
AVA,medium_airport,Anshun Huangguoshu Airport,Anshun (Xixiu),CN,26.2606,105.8733,yes,Asia/Shanghai
AVB,medium_airport,Aviano Air Base,Aviano (PN),IT,46.0319,12.5965,no,Europe/Rome
AVG,small_airport,Auvergne Airport,Auvergne Station,AU,-15.6906,130.0088,no,Australia/Darwin
AVI,medium_airport,Máximo Gómez Airport,Ciro Redondo,CU,22.0271,-78.7896,no,America/Havana
AVK,medium_airport,Arvaikheer Airport,Arvaikheer,MN,46.2503,102.8020,yes,Asia/Ulaanbaatar
AVL,medium_airport,Asheville Regional Airport,Asheville,US,35.4355,-82.5419,yes,America/New_York
AVN,medium_airport,Avignon Caumont airport,Avignon,FR,43.9073,4.9018,yes,Europe/Paris
AVO,small_airport,Avon Park Executive Airport,Avon Park,US,27.5912,-81.5278,no,America/New_York
AVP,medium_airport,Wilkes-Barre/Scranton International Airport,Wilkes-Barre/Scranton,US,41.3371,-75.7242,yes,America/New_York
AVU,small_airport,Avu Avu Airport,Avu Avu,SB,-9.8683,160.4106,no,Pacific/Guadalcanal
AVV,large_airport,Melbourne Avalon International Airport,Geelong/Melbourne,AU,-38.0403,144.4672,yes,Australia/Melbourne
AVW,small_airport,Marana Regional Airport,Marana,US,32.4091,-111.2162,no,America/Phoenix
AVX,small_airport,Catalina Airport,Avalon,US,33.4049,-118.4160,no,America/Los_Angeles
AWA,large_airport,Hawassa International Airport,Hawassa,ET,7.1006,38.3965,yes,Africa/Addis_Ababa
AWB,small_airport,Awaba Airport,Awaba,PG,-8.0134,142.7521,no,Pacific/Port_Moresby
AWD,small_airport,Aniwa Airport,Aniwa,VU,-19.2346,169.6009,no,Pacific/Efate
AWE,small_airport,Alowe Airport,Wonga Wongué Presidential Reserve,GA,-0.5450,9.4440,no,Africa/Libreville
AWK,medium_airport,Wake Island Airfield,Wake Island,UM,19.2824,166.6366,yes,Pacific/Wake
AWM,small_airport,West Memphis Municipal Airport,West Memphis,US,35.1351,-90.2344,no,America/Chicago
AWN,small_airport,Alton Downs Airport,,AU,-26.4890,139.2599,no,Australia/Adelaide
AWP,small_airport,Austral Downs Airport,,AU,-20.5000,137.7500,no,Australia/Darwin
AWR,small_airport,Awar Airport (unusable),Awar,PG,-4.1223,144.8533,no,Pacific/Port_Moresby
AWZ,large_airport,Qasem Soleimani International Airport,Ahvaz,IR,31.3364,48.7638,yes,Asia/Tehran
AXA,medium_airport,Clayton J. Lloyd International Airport,The Valley,AI,18.2048,-63.0538,yes,America/Anguilla
AXB,small_airport,Maxson Airfield,Alexandria Bay,US,44.3120,-75.9003,no,America/New_York
AXC,small_airport,Aramac Airport,,AU,-22.9579,145.2495,no,Australia/Brisbane
AXD,medium_airport,Alexandroupoli Democritus Airport,Alexandroupolis,GR,40.8559,25.9563,yes,Europe/Athens
AXE,small_airport,Xanxerê Airport,Xanxerê,BR,-26.8751,-52.3729,no,America/Sao_Paulo
AXF,medium_airport,Alxa Left Banner Bayanhot Airport,Bayanhot,CN,38.7483,105.5842,yes,Asia/Shanghai
AXG,small_airport,Algona Municipal Airport,Algona,US,43.0781,-94.2718,no,America/Chicago
AXJ,medium_airport,Amakusa Airport,Amakusa,JP,32.4825,130.1590,yes,Asia/Tokyo
AXK,medium_airport,Ataq Airport,Ataq,YE,14.5513,46.8262,no,Asia/Aden
AXL,small_airport,Alexandria Homestead Airport,,AU,-19.0602,136.7100,no,Australia/Darwin
AXM,medium_airport,El Eden Airport,Armenia,CO,4.4528,-75.7664,yes,America/Bogota
AXN,medium_airport,Chandler Field,Alexandria,US,45.8663,-95.3947,no,America/Chicago
AXO,small_airport,Pantar Kabir Airport,Kabir,ID,-8.2448,124.2191,no,Asia/Makassar
AXP,medium_airport,Spring Point Airport,Spring Point,BS,22.4418,-73.9709,yes,America/Nassau
AXR,medium_airport,Arutua Airport,,PF,-15.2483,-146.6170,yes,Pacific/Tahiti
AXS,small_airport,Altus Quartz Mountain Regional Airport,Altus,US,34.6980,-99.3385,no,America/Chicago
AXT,medium_airport,Akita Airport,Akita,JP,39.6156,140.2190,yes,Asia/Tokyo
AXU,medium_airport,Axum Airport,Axum,ET,14.1468,38.7728,yes,Africa/Addis_Ababa
AXV,small_airport,Neil Armstrong Airport,Wapakoneta,US,40.4934,-84.2989,no,America/New_York
AXX,small_airport,Angel Fire Airport,Angel Fire,US,36.4220,-105.2900,no,America/Denver
AYA,small_airport,Ayapel Airport,Ayapel,CO,8.3000,-75.1500,no,America/Bogota
AYC,small_airport,Ayacucho Airport,Ayacucho,CO,8.6021,-73.6129,no,America/Bogota
AYD,small_airport,Alroy Downs Airport,Alroy Downs,AU,-19.2908,136.0790,no,Australia/Darwin
AYG,small_airport,Yaguara Airport,San Vicente Del Caguán,CO,1.5442,-73.9333,no,America/Bogota
AYI,small_airport,Yari Airport,Yari,CO,-0.3833,-72.2667,no,America/Bogota
AYJ,medium_airport,Maharshi Valmiki International Airport,Faizabad,IN,26.7477,82.1637,yes,Asia/Kolkata
AYK,small_airport,Arkalyk North Airport,Arkalyk,KZ,50.3186,66.9528,no,Asia/Qostanay
AYL,small_airport,Anthony Lagoon Airport,,AU,-18.0181,135.5351,no,Australia/Darwin
AYN,small_airport,Anyang Yindu Airport,Anyang,CN,36.1339,114.3440,no,Asia/Shanghai
AYO,medium_airport,Aeropuerto Nacional Juan de Ayolas,Ayolas,PY,-27.3784,-56.8568,no,America/Asuncion
AYP,medium_airport,Air Force Colonel Alfredo Mendivil Duarte Airport,Ayacucho,PE,-13.1548,-74.2044,yes,America/Lima
